9/13/2013
GOLD STAR FEED & GRAIN
Augusta Mill

Product	Formula	Price
Code	Description	$
741	DF EXPELLED SOY	674.10
748	DF BARLEY-GROUND	338.00
752	DF SOY HULLS	342.20
754	DF CORN MEAL	323.30
759	DF CANOLA	466.20
764	DF CITRUS PELLETS	435.70
766	DF WHEAT MIDDS	247.70
769	DF RED DOG WHEAT	284.40
772	DF DISTILLERS	423.10
774	DF SOY	673.10
1160	DF POTATO STARCH	269.80
2134	DF METAATEIN	1326.40
