9/13/2013
GOLD STAR FEED & GRAIN
Brandon Mill

Product	Formula	Price
Code	Description	$
752	DF SOY HULLS	331.70
754	DF CORN MEAL	303.40
758	DF GLUTEN MEAL	752.90
759	DF CANOLA	456.70
764	DF CITRUS PELLETS	419.90
766	DF WHEAT MIDDS	241.40
769	DF RED DOG WHEAT	278.10
772	DF DISTILLERS	402.10
774	DF SOY	664.70
1094	DF BAKERY	328.60
2010	DF AMINO PLUS	625.80
2134	DF METAATEIN	1442.00
2469	DF-AJIPRO	5190.40
