ITE,PR,CATEGORY,ITEM,ITEM,QUANTITY,RPRT,AVERAGE,RECENT,ADJUSTMENTS,
LOC,CA,DESCRIPTION,NUMBER,DESCRIPTION,ON HAND,UOM,COST,COST,QUANTITY,COST/TON
560 ,06 ,MILL INGREDIENTS,0134 ,"SALT, MIXING - BULK      ",44116.3624,LB,0.07227,0.06883,0,144.54
560 ,06 ,MILL INGREDIENTS,0146 ,CALCIUM PROPRIONATE,250,LB,1.10036,1.10031,0,2200.72
560 ,06 ,MILL INGREDIENTS,0147 ,MONO-CAL PHOSPHATE 21%,3581.3798,LB,0.40056,0.40022,0,801.12
560 ,06 ,MILL INGREDIENTS,0157 ,BUFFER-SODA BULK,17639.2561,LB,0.14971,0.15,0,299.42
560 ,06 ,MILL INGREDIENTS,0166 ,E/BIO PREMIX,579.8731,LB,1.56158,1.57038,0,3123.16
560 ,06 ,MILL INGREDIENTS,0183 ,CA SALT OF FA,32417.3465,LB,0.49503,0.52111,0,990.06
560 ,06 ,MILL INGREDIENTS,0184 ,AMMONIUM CHLORIDE,299.94,LB,0.55051,0.55428,0,1101.02
560 ,06 ,MILL INGREDIENTS,0190 ,MAGNESIUM OXIDE - SACKED,12603.8994,LB,0.29903,0.29782,0,598.06
560 ,06 ,MILL INGREDIENTS,0194 ,DAIRY VTM PREMIX,9708.2447,LB,0.92702,0.92,0,1854.04
560 ,06 ,MILL INGREDIENTS,0197 ,HORSE VITAMIN MIX,145.368,LB,3.46555,4.3666,0,6931.1
560 ,06 ,MILL INGREDIENTS,0203 ,RUMENSIN 20 G / LB,610.9193,LB,1.96555,1.96563,0,3931.1
560 ,06 ,MILL INGREDIENTS,0249 ,BIOTIN (400MG / LB),1261.4305,LB,0.44668,0.43291,0,893.36
560 ,06 ,MILL INGREDIENTS,0263 ,.06% SELENIUM PREMIX,584.5655,LB,0.16015,0.14984,0,320.3
560 ,06 ,MILL INGREDIENTS,0267 ,DCAD PLUS,3154.095,LB,0.77168,0.7825,0,1543.36
560 ,06 ,MILL INGREDIENTS,0297 ,DIAMOND V XP-DFM,3138.25,LB,1.06517,1.055,0,2130.34
560 ,06 ,MILL INGREDIENTS,0304 ,HOLTZ NELSON DAIRY VTM,1060.721,LB,2.03001,2.03,0,4060.02
560 ,06 ,MILL INGREDIENTS,0305 ,OMNIGEN AF,2827.8086,LB,1.03224,1.066,0,2064.48
560 ,06 ,MILL INGREDIENTS,0318 ,REASHURE CHOLINE,910.0608,LB,2.29221,2.29162,0,4584.42
560 ,06 ,MILL INGREDIENTS,0416 ,SUNSHINE PLUS FM PREMIX,3317.02,LB,0.3768,0.37942,0,753.6
560 ,06 ,MILL INGREDIENTS,0434 ,POTATO STARCH,0.8245,LB,0.09703,0.0775,0,194.06
560 ,06 ,MILL INGREDIENTS,0441 ,ABC PREMIX,179.489,LB,1.21796,0.5711,0,2435.92
560 ,06 ,MILL INGREDIENTS,0490 ,SMARTAMINE,61.201,LB,6.86427,6.86433,0,13728.54
560 ,06 ,MILL INGREDIENTS,0495 ,DEXTROSE,1774.47,LB,0.45969,0.4598,0,919.38
560 ,06 ,MILL INGREDIENTS,0521 ,BUFFINE PELS FM PREMIX,2950,LB,0.27054,0.26182,0,541.08
560 ,06 ,MILL INGREDIENTS,0522 ,NEUTRA PELS FM PREMIX,2050,LB,0.24202,0.24121,0,484.04
560 ,06 ,MILL INGREDIENTS,0529 ,AVAILA-4,2003.7372,LB,1.95113,1.96081,0,3902.26
560 ,06 ,MILL INGREDIENTS,0532 ,NUTRO-CAL,611.635,LB,1.4562,1.4547,0,2912.4
560 ,06 ,MILL INGREDIENTS,0534 ,HEIFER BT PELS FM PREMIX,2314.9,LB,0.28676,0.27784,0,573.52
560 ,06 ,MILL INGREDIENTS,0536 ,E-Z PELS FM PREMIX,2300,LB,0.277,0.26344,0,554
560 ,06 ,MILL INGREDIENTS,0547 ,DAIRY SEY PREMIX,5672.6515,LB,1.00161,0.98,0,2003.22
560 ,06 ,MILL INGREDIENTS,0554 ,METASMART DRY,240.8575,LB,2.8164,2.8575,0,5632.8
560 ,06 ,MILL INGREDIENTS,0562 ,DARI-FLEX IGR,200,LB,0,0,0,0
560 ,06 ,MILL INGREDIENTS,0571 ,AB 20,1023.4456,LB,0.34086,0.40158,0,681.72
560 ,06 ,MILL INGREDIENTS,0581 ,DYNAMATE,4089.304,LB,0.13333,0.1375,0,266.66
560 ,06 ,MILL INGREDIENTS,0584 ,NUTRACOR LCFA,13383.24,LB,0.7503,0.75,0,1500.6
560 ,06 ,MILL INGREDIENTS,0597 ,ZINPRO 100,41.3285,LB,2.28051,2.2848,0,4561.02
560 ,06 ,MILL INGREDIENTS,0603 ,BIO-CHLOR,1452.981,LB,0.44469,0.4578,0,889.38
560 ,06 ,MILL INGREDIENTS,0615 ,NITROSHURE,2760.938,LB,0.91933,0.91,0,1838.66
560 ,06 ,MILL INGREDIENTS,0616 ,SUGAR,12050.525,LB,0.21168,0.2,0,423.36
560 ,06 ,MILL INGREDIENTS,0619 ,FLAVOR-CALF AID,138.72,LB,3.68959,3.7209,0,7379.18
560 ,06 ,MILL INGREDIENTS,0628 ,HOLTZ-NELSON HFR BASE VT,1000,LB,0,0,0,0
560 ,06 ,MILL INGREDIENTS,0656 ,POULTRY / SWINE PREMIX,194.05,LB,1.11672,1.05824,0,2233.44
560 ,06 ,MILL INGREDIENTS,0747 ,FM BIO-PLUS PREMIX,2350,LB,0.459,0,0,918
560 ,06 ,MILL INGREDIENTS,1247 ,MEGALAC R,1932.825,LB,0.86171,0.875,0,1723.42
560 ,06 ,MILL INGREDIENTS,1550 ,FERMENTEN,500,LB,0.369,0.369,0,738
560 ,06 ,MILL INGREDIENTS,1711 ,ORGANIC SELENIUM .06%,123.308,LB,0.80668,0.81576,0,1613.36
560 ,06 ,MILL INGREDIENTS,1734 ,H-N DRY BREEDER,509.283,LB,1.82998,1.83,0,3659.96
560 ,06 ,MILL INGREDIENTS,1759 ,CLARIFLY PREMIX,2339.4391,LB,2.93876,3.17262,0,5877.52
560 ,06 ,MILL INGREDIENTS,1765 ,MIN-AD,3098.163,LB,0.29271,0.2927,0,585.42
560 ,06 ,MILL INGREDIENTS,1834 ,MFG 150,3283.6684,LB,0.49415,0.49342,0,988.3
560 ,06 ,MILL INGREDIENTS,2118 ,DF AMINOSHURE-L,250,LB,0,0,0,0
560 ,06 ,MILL INGREDIENTS,2128 ,METAATEIN,43668.1419,LB,0.58917,0.59,0,1178.34
560 ,06 ,MILL INGREDIENTS,2276 ,ANIMATE,2444.805,LB,0.63583,0.61934,0,1271.66
560 ,06 ,MILL INGREDIENTS,2472 ,Metabolys,1282.15,LB,2.55005,2.55379,0,5100.1
560 ,10 ,MINERAL/VITAMIN PACK,B20812,SAFE-GUARD .5% DEWORMER,300,LB,2.56857,2.56856,0,5137.14
560 ,10 ,MINERAL/VITAMIN PACK,B21365,RFRS SUPDRY 3:1 MIN 50#,1100,LB,0.49342,0.49342,0,986.84
560 ,10 ,MINERAL/VITAMIN PACK,B21375,RFRS SUPDRY 1:1 MIN 50#,250,LB,0.58044,0.5734,0,1160.88
560 ,10 ,MINERAL/VITAMIN PACK,B45415,REFRESH DRY RU-1200 MIN,300,LB,0.51357,0.50436,0,1027.14
560 ,10 ,MINERAL/VITAMIN PACK,B45505,EQUITY HFR RU MINERAL,450,LB,0.3722,0.37614,0,744.4
560 ,10 ,MINERAL/VITAMIN PACK,B5085,IGR MINERAL,550,LB,0.41987,0.41744,0,839.74
560 ,10 ,MINERAL/VITAMIN PACK,B5095,HI-CALCI-MIX,1000,LB,0.34689,0.34709,0,693.78
560 ,10 ,MINERAL/VITAMIN PACK,B5105,MIN-A-MIX,2450,LB,0.41893,0.41742,0,837.86
560 ,10 ,MINERAL/VITAMIN PACK,B5125,HI-PHOS-MIX,600,LB,0.6539,0.65107,0,1307.8
560 ,10 ,MINERAL/VITAMIN PACK,B5152,MIN-A-VITE,300,LB,0.57203,0.5532,0,1144.06
560 ,10 ,MINERAL/VITAMIN PACK,B5165,SHEEP MINERAL 20*5,50,LB,0.3612,0.36112,0,722.4
560 ,10 ,MINERAL/VITAMIN PACK,B5415,KENT HEIFER MIN 1600B,750,LB,0.52932,0.52544,0,1058.64
560 ,10 ,MINERAL/VITAMIN PACK,B5425,KENT FW ADE MINERAL,250,LB,0.30016,0.30016,0,600.32
560 ,11 ,INOCULANT,176000 ,SIL-ALL 4x4 DRY INOCULANT,2200,LB,1.24091,1.24091,0,2481.82
560 ,11 ,INOCULANT,B9641,SIL-ALL 4x4 WS 500g,160,LB,35.32256,35.51,0,70645.12
560 ,1M,MILK REPLACER,B21205,MF1 NT 1600/1600 W/MOS,1650,LB,1.32257,1.31991,0,2645.14
560 ,1M,MILK REPLACER,B21865,MF1 WINTERIZER NT1600,1150,LB,1.46716,1.45311,0,2934.32
560 ,1M,MILK REPLACER,B22425,COMM CALF 24/20 1600 NT,8050,LB,1.45273,1.44891,0,2905.46
560 ,1M,MILK REPLACER,B5025,"MILK FORMULA 1, NON-MED  ",5200,LB,1.24719,1.23842,0,2494.38
560 ,CH,CALF & HEIFER,B10500,Crystalyx HE 12% Bio Bloc,2600,LB,0.43223,0.43223,0,864.46
560 ,CH,CALF & HEIFER,B10510,Crystalyx HE 20% Bio Bloc,1200,LB,0.43823,0.43823,0,876.46
560 ,CH,CALF & HEIFER,B10540,Crystalyx IGR Pro Bio Blo,800,LB,0.55123,0.55123,0,1102.46
560 ,CH,CALF & HEIFER,B10550,Crystalyx Iono-lyx B300 B,3800,LB,0.58923,0.58923,0,1178.46
560 ,CH,CALF & HEIFER,B3810,ENERGILASS 20  250#,2500,LB,0.3639,0.3641,0,727.8
560 ,CH,CALF & HEIFER,B3840,ENERGILASS 16 DAIRY 250#,11750,LB,0.41162,0.412,0,823.24
560 ,CH,CALF & HEIFER,B3860,ENERGI REFRESH 20-1 250#,21000,LB,0.45081,0.4633,0,901.62
560 ,CH,CALF & HEIFER,B3880,ENERGILASS 12 AFC 250#,3000,LB,0.456,0.456,0,912
560 ,CH,CALF & HEIFER,B45115,BR AB SHOW CALF PELLET,400,LB,0.3158,0.3158,0,631.6
560 ,CH,CALF & HEIFER,B7055,CALF STARTER FLAKES,2600,LB,0.2411,0.23802,0,482.2
560 ,CH,CALF & HEIFER,B7955,CALF HI-PRO BT FLAKES,4799.9,LB,0.27931,0.28082,0,558.62
560 ,PF,PET FOOD,B11372,SONG MAKER,40,LB,0.363,0.363,0,726
560 ,PF,PET FOOD,B1262,BISCUITS (LRG-PLN),25,LB,0.4404,0.4402,0,880.8
560 ,PF,PET FOOD,B12712,BS LAMB&RICE DOG 20#,40,LB,0.80225,0.801,0,1604.5
560 ,PF,PET FOOD,B1274,BS ADULT CAT,20,LB,0.588,0.58775,0,1176
560 ,PF,PET FOOD,B12765,BS PUPPY 40#,-40,LB,0.47425,0.47425,0,948.5
560 ,PF,PET FOOD,B1412,KRUNCHIES 20# BAG,175,LB,0.41549,0.4092,0,830.98
560 ,PF,PET FOOD,B1415,KRUNCHIES 50# BAG,250,LB,0.39808,0.39624,0,796.16
560 ,PF,PET FOOD,B1422,NATURAL 26 25# BAG,100,LB,0.4201,0.41633,0,840.2
560 ,PF,PET FOOD,B1425,NATURAL 26 50# BAG,450,LB,0.39813,0.3918,0,796.26
560 ,PF,PET FOOD,B17540,BARN CAT FOOD,768,LB,0.43164,0.43044,0,863.28
560 ,SC,SEED CORN,BR23,SCHLESSMAN 946 L,50,LB,2.0744,2.1679,0,4148.8
560 ,SC,SEED CORN,BS307,SCHLESSMAN 698 RR,100,LB,4.1058,3.9078,0,8211.6
560 ,SC,SEED CORN,BS309,SCHLESSMAN 868 DP,200,LB,2.38,2.38,0,4760
560 ,SC,SEED CORN,BS411,SCHLESSMAN 800 L,250,LB,2.10312,2.1879,0,4206.24
560 ,SC,SEED CORN,BS412,SCHLESSMAN 861 L GT,300,LB,21.66233,3.155,0,43324.66
560 ,SC,SEED CORN,BS413,SCHLESSMAN 901 DP,50,LB,2.2474,2.34,0,4494.8
560 ,SC,SEED CORN,BS442,SCHLESSMAN 901 GT3000,50,LB,3.8078,3.56,0,7615.6
560 ,SC,SEED CORN,BS443,SCHLESSMAN 942 L GT,50,LB,3.1272,3.155,0,6254.4
560 ,WI,WAREHOUSE ITEMS (BAG,B0R60,SS3X 200 Prop,33,LB,106.48121,106.48125,0,212962.42
560 ,WI,WAREHOUSE ITEMS (BAG,B0R94,SS3X 50,3,LB,59.01333,59.015,0,118026.66
560 ,WI,WAREHOUSE ITEMS (BAG,B10475,ENERGIZER 20 PELS 50#,1000,LB,0.20866,0.20864,0,417.32
560 ,WI,WAREHOUSE ITEMS (BAG,B10495,HI-TEST PLUS 16 PELS 50#,550,LB,0.18953,0.17598,0,379.06
560 ,WI,WAREHOUSE ITEMS (BAG,B11252,AUREO S 700,25,LB,1.3104,0.9804,0,2620.8
560 ,WI,WAREHOUSE ITEMS (BAG,B12400,MOLASSES ROUNDERS 10/30 O,20,LB,0.6485,0.6485,0,1297
560 ,WI,WAREHOUSE ITEMS (BAG,B1283,PK & BARLEY 40#,80,LB,0.5205,0.5245,0,1041
560 ,WI,WAREHOUSE ITEMS (BAG,B19605,SENTINEL SENIOR,200,LB,0.2918,0.2861,0,583.6
560 ,WI,WAREHOUSE ITEMS (BAG,B19655,SENTINEL PERFORMANCE LS,200,LB,0.32135,0.32136,0,642.7
560 ,WI,WAREHOUSE ITEMS (BAG,B2055,SCRATCH FEED,300,LB,0.2032,0.20152,0,406.4
560 ,WI,WAREHOUSE ITEMS (BAG,B2125,COARSE CRACKED CORN,900,LB,0.2121,0.20938,0,424.2
560 ,WI,WAREHOUSE ITEMS (BAG,B21325,REFRSH CLSUP21 PEL 50#,1300,LB,0.24755,0.24064,0,495.1
560 ,WI,WAREHOUSE ITEMS (BAG,B23825,"HOMEFRESH EXTRAEGG PEL, 5",2800,LB,0.21963,0.21862,0,439.26
560 ,WI,WAREHOUSE ITEMS (BAG,B23845,"HOMEFRESH EXTRAEGG ML, 50",1500,LB,0.21804,0.21342,0,436.08
560 ,WI,WAREHOUSE ITEMS (BAG,B23865,HF STARTER ML-AM 50#,2800,LB,0.31274,0.32356,0,625.48
560 ,WI,WAREHOUSE ITEMS (BAG,B23905,HOMEFRESH MF STARTER ML,950,LB,0.29445,0.27004,0,588.9
560 ,WI,WAREHOUSE ITEMS (BAG,B23925,"HOMEFRESH MF STR/GRW CRM,",600,LB,0.26187,0.26442,0,523.74
560 ,WI,WAREHOUSE ITEMS (BAG,B24645,BYB ALL STOCK 14%,2000,LB,0.19813,0.19582,0,396.26
560 ,WI,WAREHOUSE ITEMS (BAG,B25125,HOMEFRESH MF STR CR AMP,150,LB,0.35373,0.35372,0,707.46
560 ,WI,WAREHOUSE ITEMS (BAG,B3825,ENERGILASS SGD,50,LB,0.5292,0.52924,0,1058.4
560 ,WI,WAREHOUSE ITEMS (BAG,B3850,ENERGILASS EQ CHOICE 33#,66,LB,0,0,0,0
560 ,WI,WAREHOUSE ITEMS (BAG,B4035,CHARGER 14,600,LB,0.24827,0.24572,0,496.54
560 ,WI,WAREHOUSE ITEMS (BAG,B40445,REFRESH CLOSEUP21 RU PL,300,LB,0.25753,0.2626,0,515.06
560 ,WI,WAREHOUSE ITEMS (BAG,B4045,TROTTER 14 PELLETS,250,LB,0.19884,0.19872,0,397.68
560 ,WI,WAREHOUSE ITEMS (BAG,B40675,RUMENSIN 2400 MEAL 50#,50,LB,0.359,0.33404,0,718
560 ,WI,WAREHOUSE ITEMS (BAG,B4075,REGULAR OATS,2800,LB,0.20489,0.1997,0,409.78
560 ,WI,WAREHOUSE ITEMS (BAG,B41085,GEOBOND 50#,3350,LB,0.1363,0.14001,0,272.6
560 ,WI,WAREHOUSE ITEMS (BAG,B4145,HORSE 10,350,LB,0.20514,0.20404,0,410.28
560 ,WI,WAREHOUSE ITEMS (BAG,B4260,ROUNDERS ORIGMOL BUCKET,-46,LB,1.40391,1.40391,0,2807.82
560 ,WI,WAREHOUSE ITEMS (BAG,B43700,PLAIN SALT 50# BAG,1100,LB,0.1371,0.13887,0,274.2
560 ,WI,WAREHOUSE ITEMS (BAG,B43710,TM SALT 50# BAG,1250,LB,0.17034,0.17066,0,340.68
560 ,WI,WAREHOUSE ITEMS (BAG,B43730,PLAIN SALT BLOCK 50#,4800,LB,0.13428,0.13557,0,268.56
560 ,WI,WAREHOUSE ITEMS (BAG,B43740,TM SALT BLOCK 50#,7650,LB,0.15073,0.15187,0,301.46
560 ,WI,WAREHOUSE ITEMS (BAG,B43935,HYDRATED LIME,1550,LB,0.12897,0.13156,0,257.94
560 ,WI,WAREHOUSE ITEMS (BAG,B43950,AG AND GARDEN LIME 50#,3700,LB,0.06204,0.06356,0,124.08
560 ,WI,WAREHOUSE ITEMS (BAG,B45185,CALCIUM PROPRIONATE 50#,250,LB,1.2854,1.2854,0,2570.8
560 ,WI,WAREHOUSE ITEMS (BAG,B45330,3N1 BLOCK 50#,650,LB,0.42292,0.4425,0,845.84
560 ,WI,WAREHOUSE ITEMS (BAG,B45340,RABON BLOCK 50#,700,LB,0.39487,0.39487,0,789.74
560 ,WI,WAREHOUSE ITEMS (BAG,B45360,TERRAMYACIN CRMS 50#,550,LB,0.35949,0.35948,0,718.98
560 ,WI,WAREHOUSE ITEMS (BAG,B45390,LIMESTON 50#,3150,LB,0.08065,0.08408,0,161.3
560 ,WI,WAREHOUSE ITEMS (BAG,B45450,TM SALT BRICKS 60#,360,LB,0.281,0.28107,0,562
560 ,WI,WAREHOUSE ITEMS (BAG,B45460,PLAIN SALT BRICKS 60#,240,LB,0.25525,0.2553,0,510.5
560 ,WI,WAREHOUSE ITEMS (BAG,B4945,HAY STRETCHER,500,LB,0.19464,0.1917,0,389.28
560 ,WI,WAREHOUSE ITEMS (BAG,B5015,IGR CATTLE BLEND,800,LB,0.40313,0,0,806.26
560 ,WI,WAREHOUSE ITEMS (BAG,B54085,MILK 1B CLARIFLY,2000,LB,1.26562,1.26562,0,2531.24
560 ,WI,WAREHOUSE ITEMS (BAG,B7075,CALF BT FLAKES,500,LB,0.26456,0.26244,0,529.12
560 ,WI,WAREHOUSE ITEMS (BAG,B70865,DYNASTY XT PRO 14-10,450,LB,0.30142,0.30142,0,602.84
560 ,WI,WAREHOUSE ITEMS (BAG,B7335,NATURAL 40 PELS,400,LB,1.6043,1.6043,0,3208.6
560 ,WI,WAREHOUSE ITEMS (BAG,B7625,CALF DC FLAKES - MED,1250,LB,0.27122,0.26901,0,542.44
560 ,WI,WAREHOUSE ITEMS (BAG,B8015,BOILER CRMS - AM,500,LB,0.28814,0.27484,0,576.28
560 ,WI,WAREHOUSE ITEMS (BAG,B8125,PIGLETS,750,LB,0.22703,0.22302,0,454.06
560 ,WI,WAREHOUSE ITEMS (BAG,B8135,PIG AND SOW PELLETS,1050,LB,0.22135,0.21701,0,442.7
560 ,WI,WAREHOUSE ITEMS (BAG,B9045,CORN MEAL,800,LB,0.20125,0.1923,0,402.5
560 ,WI,WAREHOUSE ITEMS (BAG,B9175,48% SOYBEAN MEAL BAGGED,800,LB,0.313,0.33368,0,626
560 ,WI,WAREHOUSE ITEMS (BAG,B9245,BEET PULP PELS,1000,LB,0.21444,0.20984,0,428.88
560 ,WI,WAREHOUSE ITEMS (BAG,B9255,SODIUM BICARBONATE,7700,LB,0.22179,0.22408,0,443.58
560 ,WI,WAREHOUSE ITEMS (BAG,B9535,COPPER SULFATE,550,LB,1.20216,1.20436,0,2404.32
560 ,WI,WAREHOUSE ITEMS (BAG,B9880,MOLD ZAP,545,LB,1.04817,1.04189,0,2096.34
570 ,06 ,MILL INGREDIENTS,0004 ,LYSINE,55.04,LB,1.40153,2.43497,0,2803.06
570 ,06 ,MILL INGREDIENTS,0017 ,LOKETO-AID PREMIX,583.85,LB,0.67968,0.6676,0,1359.36
570 ,06 ,MILL INGREDIENTS,0052 ,CALCIUM SULFATE,8816.4571,LB,0.107,0.107,0,214
570 ,06 ,MILL INGREDIENTS,0053 ,POTASSIUM CHLORIDE,2909.3308,LB,0.32033,0.33847,0,640.66
570 ,06 ,MILL INGREDIENTS,0055 ,MAGNESIUM SULFATE,2245.2159,LB,0.30309,0.30839,0,606.18
570 ,06 ,MILL INGREDIENTS,0086 ,YEAST CULTURE XP - SACK,6142.2525,LB,0.44072,0.44055,0,881.44
570 ,06 ,MILL INGREDIENTS,0129 ,MOLASSES,81540.8328,LB,0.11727,0.11724,0,234.54
570 ,06 ,MILL INGREDIENTS,0130 ,TALLOW,31866.5905,LB,0.46708,0.4625,0,934.16
570 ,06 ,MILL INGREDIENTS,0132 ,CALCIUM CARBONATE,58572.9895,LB,0.01583,0.01603,0,31.66
570 ,06 ,MILL INGREDIENTS,0133 ,UREA - SACKED,6276.666,LB,0.27599,0.27055,0,551.98
570 ,06 ,MILL INGREDIENTS,0134 ,"SALT, MIXING - BULK      ",24032.3465,LB,0.04521,0.04671,0,90.42
570 ,06 ,MILL INGREDIENTS,0147 ,MONO-CAL PHOSPHATE 21%,889.9758,LB,0.40281,0.4019,0,805.62
570 ,06 ,MILL INGREDIENTS,0157 ,BUFFER-SODA BULK,11497.8824,LB,0.20365,0.20678,0,407.3
570 ,06 ,MILL INGREDIENTS,0166 ,E/BIO PREMIX,422.3337,LB,2.23326,2.387,0,4466.52
570 ,06 ,MILL INGREDIENTS,0183 ,CA SALT OF FA,6789.16,LB,0.57618,0.5785,0,1152.36
570 ,06 ,MILL INGREDIENTS,0184 ,AMMONIUM CHLORIDE,350.09,LB,0.58434,0.61176,0,1168.68
570 ,06 ,MILL INGREDIENTS,0190 ,MAGNESIUM OXIDE - SACKED,16768.151,LB,0.27202,0.26789,0,544.04
570 ,06 ,MILL INGREDIENTS,0194 ,DAIRY VTM PREMIX,4080.132,LB,0.93141,0.94547,0,1862.82
570 ,06 ,MILL INGREDIENTS,0197 ,HORSE VITAMIN MIX,50.068,LB,3.3101,3.31077,0,6620.2
570 ,06 ,MILL INGREDIENTS,0203 ,RUMENSIN 20 G / LB,5271.9904,LB,1.96112,1.96094,0,3922.24
570 ,06 ,MILL INGREDIENTS,0249 ,BIOTIN (400MG / LB),257.3,LB,0.46005,0.45924,0,920.1
570 ,06 ,MILL INGREDIENTS,0267 ,DCAD PLUS,821.8866,LB,0.86087,0.85805,0,1721.74
570 ,06 ,MILL INGREDIENTS,0281 ,PELLET BINDER,1325.99,LB,0.54002,0.54289,0,1080.04
570 ,06 ,MILL INGREDIENTS,0287 ,OPTIGEN,275,LB,0.97345,0.97349,0,1946.9
570 ,06 ,MILL INGREDIENTS,0305 ,OMNIGEN AF,394.347,LB,1.05737,1.04429,0,2114.74
570 ,06 ,MILL INGREDIENTS,0312 ,RED IRON OXIDE,611.55,LB,0.28111,0.28142,0,562.22
570 ,06 ,MILL INGREDIENTS,0314 ,RENAISSANCE MILL MIX 3,149.96,LB,1.01307,1.24,0,2026.14
570 ,06 ,MILL INGREDIENTS,0318 ,REASHURE CHOLINE,174.98,LB,0.73123,0.7312,0,1462.46
570 ,06 ,MILL INGREDIENTS,0331 ,VEO PREMIUM,495.012,LB,6.19999,6.2,0,12399.98
570 ,06 ,MILL INGREDIENTS,0441 ,ABC PREMIX,100.084,LB,1.96845,1.9832,0,3936.9
570 ,06 ,MILL INGREDIENTS,0450 ,BREAD MIX,17520,LB,0.09617,0.0995,0,192.34
570 ,06 ,MILL INGREDIENTS,0489 ,PROVAAL STANDARD 7500,2.174,LB,0.67617,0.7471,0,1352.34
570 ,06 ,MILL INGREDIENTS,0490 ,SMARTAMINE,165.006,LB,6.52897,6.80334,0,13057.94
570 ,06 ,MILL INGREDIENTS,0529 ,AVAILA-4,341.7965,LB,2.04926,2.064,0,4098.52
570 ,06 ,MILL INGREDIENTS,0534 ,HEIFER BT PELS FM PREMIX,749.925,LB,0.30162,0.30968,0,603.24
570 ,06 ,MILL INGREDIENTS,0547 ,DAIRY SEY PREMIX,2618.952,LB,1.39442,1.07904,0,2788.84
570 ,06 ,MILL INGREDIENTS,0554 ,METASMART DRY,799.6458,LB,2.93525,2.95741,0,5870.5
570 ,06 ,MILL INGREDIENTS,0571 ,AB 20,2397.702,LB,0.35905,0.35961,0,718.1
570 ,06 ,MILL INGREDIENTS,0581 ,DYNAMATE,3362.804,LB,0.30796,0.30744,0,615.92
570 ,06 ,MILL INGREDIENTS,0584 ,NUTRACOR LCFA,10034.967,LB,0.78,0.78,0,1560
570 ,06 ,MILL INGREDIENTS,0603 ,BIO-CHLOR,1180.592,LB,0.33155,0.33037,0,663.1
570 ,06 ,MILL INGREDIENTS,0616 ,SUGAR,3287.788,LB,0.175,0.175,0,350
570 ,06 ,MILL INGREDIENTS,0619 ,FLAVOR-CALF AID,126.793,LB,2.71214,3.06352,0,5424.28
570 ,06 ,MILL INGREDIENTS,0629 ,HOLTZ-NELSON RFIZ YEAST,100,LB,1.02,1.02,0,2040
570 ,06 ,MILL INGREDIENTS,0639 ,LEVUCELL SC 10G,328.8335,LB,1.35242,1.35218,0,2704.84
570 ,06 ,MILL INGREDIENTS,0646 ,HOYT MILL PACK,350,LB,0,0,0,0
570 ,06 ,MILL INGREDIENTS,0656 ,POULTRY / SWINE PREMIX,100,LB,1.5204,1.5204,0,3040.8
570 ,06 ,MILL INGREDIENTS,0690 ,PROBIOTIC PREMIX,100,LB,1.6942,1.6942,0,3388.4
570 ,06 ,MILL INGREDIENTS,0988 ,MOLD ZAP,25.258,LB,0.98979,0.99,0,1979.58
570 ,06 ,MILL INGREDIENTS,1710 ,BIG E PLUS,421.79,LB,0.74753,0.85116,0,1495.06
570 ,06 ,MILL INGREDIENTS,1711 ,ORGANIC SELENIUM .06%,282.355,LB,0.78603,0.7735,0,1572.06
570 ,06 ,MILL INGREDIENTS,1734 ,H-N DRY BREEDER,150,LB,1.83,1.83,0,3660
570 ,06 ,MILL INGREDIENTS,1759 ,CLARIFLY PREMIX,98.102,LB,2.37386,2.494,0,4747.72
570 ,06 ,MILL INGREDIENTS,1765 ,MIN-AD,550,LB,0.27571,0.27571,0,551.42
570 ,06 ,MILL INGREDIENTS,1834 ,MFG 150,1913.207,LB,0.5901,0.5901,0,1180.2
570 ,06 ,MILL INGREDIENTS,2128 ,METAATEIN,8224.6015,LB,0.67569,0.655,0,1351.38
570 ,06 ,MILL INGREDIENTS,2468 ,AJIPRO-lysine,14.99,LB,2.43696,2.43927,0,4873.92
570 ,11 ,INOCULANT,176000 ,SIL-ALL 4x4 DRY INOCULANT,4400,LB,1.30095,1.30906,0,2601.9
570 ,11 ,INOCULANT,B9641,SIL-ALL 4x4 WS 500g,98,LB,34.96459,34.9646,0,69929.18
570 ,1M,MILK REPLACER,B21205,MF1 NT 1600/1600 W/MOS,100,LB,1.218,1.218,0,2436
570 ,CH,CALF & HEIFER,B7955,CALF HI-PRO BT FLAKES,250,LB,0.244,0.244,0,488
570 ,WI,WAREHOUSE ITEMS (BAG,B0S20,CLOVER ALSIKE SD 50#,125,LB,1.36,1.36,0,2720
570 ,WI,WAREHOUSE ITEMS (BAG,B40445,REFRESH CLOSEUP21 RU PL,2750,LB,0.25556,0.2523,0,511.12
570 ,WI,WAREHOUSE ITEMS (BAG,B4075,REGULAR OATS,1150,LB,0.18136,0.19288,0,362.72
570 ,WI,WAREHOUSE ITEMS (BAG,B43740,TM SALT BLOCK 50#,500,LB,0.126,0.126,0,252
570 ,WI,WAREHOUSE ITEMS (BAG,B7685,BOVAGRO PELLETS,2750,LB,0.17,0.17,0,340
570 ,WI,WAREHOUSE ITEMS (BAG,B9255,SODIUM BICARBONATE,4550,LB,0.22881,0.2065,0,457.62
