ITE,PR,CATEGORY,ITEM,ITEM,QUANTITY,RPRT,AVERAGE,RECENT,ADJUSTMENTS,
LOC,CA,DESCRIPTION,NUMBER,DESCRIPTION,ON HAND,UOM,COST,COST,QUANTITY,COST/TON
570 ,WI,WAREHOUSE ITEMS (BAG,B9535,COPPER SULFATE,850,LB,1.21495,1.203,0,2429.9
570 ,WI,WAREHOUSE ITEMS (BAG,BR126,SCARLET RED CLOVER,200,LB,2.3976,2.39761,0,4795.2
570 ,WI,WAREHOUSE ITEMS (BAG,BS440,LAWES PENNLATE ORCHARD,150,LB,1.5,1.5,0,3000
580 ,06 ,MILL INGREDIENTS,0004 ,LYSINE,112,LB,1.38348,1.38352,0,2766.96
580 ,06 ,MILL INGREDIENTS,0051 ,VEGETABLE OIL,328.75,LB,0.64438,0.6444,0,1288.76
580 ,06 ,MILL INGREDIENTS,0052 ,CALCIUM SULFATE,9490.6739,LB,0.11398,0.11594,0,227.96
580 ,06 ,MILL INGREDIENTS,0053 ,POTASSIUM CHLORIDE,3121.6204,LB,0.31696,0.3168,0,633.92
580 ,06 ,MILL INGREDIENTS,0055 ,MAGNESIUM SULFATE,4359.043,LB,0.2854,0.28807,0,570.8
580 ,06 ,MILL INGREDIENTS,0086 ,YEAST CULTURE XP - SACK,1857.9349,LB,0.43814,0.44153,0,876.28
580 ,06 ,MILL INGREDIENTS,0090 ,VITAMIN A 650,43.0365,LB,9.34091,9.41818,0,18681.82
580 ,06 ,MILL INGREDIENTS,0092 ,VITAMIN D3-500000,28.8455,LB,5.36201,4.74764,0,10724.02
580 ,06 ,MILL INGREDIENTS,0093 ,VITAMIN E-227000,2271.91,LB,5.90968,5.87449,0,11819.36
580 ,06 ,MILL INGREDIENTS,0095 ,METHIONINE DL,113.002,LB,2.03147,2.03153,0,4062.94
580 ,06 ,MILL INGREDIENTS,0102 ,STEAMED FLAKED CORN,21909.3552,LB,0.13221,0.12903,0,264.42
580 ,06 ,MILL INGREDIENTS,0106 ,CRIMPED OATS,8062.238,LB,0.15176,0.15,0,303.52
580 ,06 ,MILL INGREDIENTS,0122 ,GROUND ALFALFA PELLETS,3766.135,LB,0.34046,0.33545,0,680.92
580 ,06 ,MILL INGREDIENTS,0123 ,MONO SODIUM PHOSPHATE,280,LB,1.21579,1.21579,0,2431.58
580 ,06 ,MILL INGREDIENTS,0129 ,MOLASSES,64870.6174,LB,0.12091,0.12083,0,241.82
580 ,06 ,MILL INGREDIENTS,0130 ,TALLOW,16299.7778,LB,0.41018,0.4225,0,820.36
580 ,06 ,MILL INGREDIENTS,0132 ,CALCIUM CARBONATE,58760.7287,LB,0.02471,0.02462,0,49.42
580 ,06 ,MILL INGREDIENTS,0133 ,UREA - SACKED,10668.734,LB,0.26565,0.267,0,531.3
580 ,06 ,MILL INGREDIENTS,0134 ,"SALT, MIXING - BULK      ",38325.4005,LB,0.04269,0.04475,0,85.38
580 ,06 ,MILL INGREDIENTS,0144 ,MOLASSES FAT,7961.175,LB,0.12889,0.12871,0,257.78
580 ,06 ,MILL INGREDIENTS,0146 ,CALCIUM PROPRIONATE,350,LB,1.09,1.09,0,2180
580 ,06 ,MILL INGREDIENTS,0147 ,MONO-CAL PHOSPHATE 21%,2491256.06,LB,0.00872,0.00674,0,17.44
580 ,06 ,MILL INGREDIENTS,0156 ,MONOAMMONIUM PHOSPHATE,1757.102,LB,0.60645,0.60181,0,1212.9
580 ,06 ,MILL INGREDIENTS,0157 ,BUFFER-SODA BULK,58607.0856,LB,0.16354,0.16,0,327.08
580 ,06 ,MILL INGREDIENTS,0166 ,E/BIO PREMIX,207.099,LB,3.23362,3.23369,0,6467.24
580 ,06 ,MILL INGREDIENTS,0179 ,COPPER SULFATE,1133.0206,LB,1.17014,1.1615,0,2340.28
580 ,06 ,MILL INGREDIENTS,0184 ,AMMONIUM CHLORIDE,319.635,LB,0.44,0.45764,0,880
580 ,06 ,MILL INGREDIENTS,0188 ,MAGNESIUM OXIDE,35870.7444,LB,0.23563,0.2315,0,471.26
580 ,06 ,MILL INGREDIENTS,0189 ,FERROUS SULFATE,237.5525,LB,0.26142,0.26168,0,522.84
580 ,06 ,MILL INGREDIENTS,0191 ,FISH MEAL,250,LB,0.715,0.715,0,1430
580 ,06 ,MILL INGREDIENTS,0194 ,DAIRY VTM PREMIX,12034.5277,LB,0.99,1.00983,0,1980
580 ,06 ,MILL INGREDIENTS,0197 ,HORSE VITAMIN MIX,52.0204,LB,4.45364,4.326,0,8907.28
580 ,06 ,MILL INGREDIENTS,0203 ,RUMENSIN 20 G / LB,3279.4435,LB,2.06271,2.04055,0,4125.42
580 ,06 ,MILL INGREDIENTS,0205 ,COPRO 25,50,LB,0,0,0,0
580 ,06 ,MILL INGREDIENTS,0267 ,DCAD PLUS,3070.6329,LB,0.84208,0.81093,0,1684.16
580 ,06 ,MILL INGREDIENTS,0281 ,PELLET BINDER,1808.8901,LB,0.35045,0.35,0,700.9
580 ,06 ,MILL INGREDIENTS,0287 ,OPTIGEN,200,LB,0.8148,0.8148,0,1629.6
580 ,06 ,MILL INGREDIENTS,0304 ,HOLTZ NELSON DAIRY VTM,1598.0734,LB,2.03,2.03,0,4060
580 ,06 ,MILL INGREDIENTS,0305 ,OMNIGEN AF,4769.8443,LB,0.9779,0.97072,0,1955.8
580 ,06 ,MILL INGREDIENTS,0312 ,RED IRON OXIDE,176.8,LB,0.27771,0.2775,0,555.42
580 ,06 ,MILL INGREDIENTS,0317 ,SOYCHLOR,1174.95,LB,0.36265,0.36307,0,725.3
580 ,06 ,MILL INGREDIENTS,0318 ,REASHURE CHOLINE,2196.7725,LB,2.19392,2.19394,0,4387.84
580 ,06 ,MILL INGREDIENTS,0351 ,Mike Conroe Nutrition Dai,1613.674,LB,7.49256,142.28475,0,14985.12
580 ,06 ,MILL INGREDIENTS,0352 ,Mike Conroe Yeast Pack,3040.739,LB,1.70605,1.77543,0,3412.1
580 ,06 ,MILL INGREDIENTS,0353 ,Mike Conroe MOS Pack,1253.33,LB,3.97413,70.76519,0,7948.26
580 ,06 ,MILL INGREDIENTS,0354 ,MC BUFFER PACK,3355.2,LB,0.56257,0.56257,0,1125.14
580 ,06 ,MILL INGREDIENTS,0382 ,Altosid (IGR) Premix,116.82,LB,4.34557,4.37173,0,8691.14
580 ,06 ,MILL INGREDIENTS,0388 ,FIBERGEST CONCENTRATE,1015.1,LB,2.48331,2.47091,0,4966.62
580 ,06 ,MILL INGREDIENTS,0392 ,MFP METHIONINE,1856.9416,LB,1.81586,1.8146,0,3631.72
580 ,06 ,MILL INGREDIENTS,0441 ,ABC PREMIX,912.7704,LB,1.82555,1.82533,0,3651.1
580 ,06 ,MILL INGREDIENTS,0451 ,SIL-ALL 4X4 CONCENTRATE 2,0.05,LB,36.4,35.019,0,72800
580 ,06 ,MILL INGREDIENTS,0455 ,BOVATEC 91 G/LB,140.2193,LB,8.57435,8.5779,0,17148.7
580 ,06 ,MILL INGREDIENTS,0488 ,DECCOX,31.58,LB,8.89265,8.984,0,17785.3
580 ,06 ,MILL INGREDIENTS,0490 ,SMARTAMINE,1935.9015,LB,6.86811,6.86,0,13736.22
580 ,06 ,MILL INGREDIENTS,0495 ,DEXTROSE,492.83,LB,0.47503,0.475,0,950.06
580 ,06 ,MILL INGREDIENTS,0513 ,ENERGY BOOSTER 100,2031.9693,LB,0.82245,0.82994,0,1644.9
580 ,06 ,MILL INGREDIENTS,0514 ,CCF TRACE PACK,1400,LB,1.435,1.435,0,2870
580 ,06 ,MILL INGREDIENTS,0529 ,AVAILA-4,2430.6073,LB,1.95231,1.94903,0,3904.62
580 ,06 ,MILL INGREDIENTS,0547 ,DAIRY SEY PREMIX,5728.8361,LB,0.98498,0.9818,0,1969.96
580 ,06 ,MILL INGREDIENTS,0554 ,METASMART DRY,3060.1263,LB,2.86672,2.88805,0,5733.44
580 ,06 ,MILL INGREDIENTS,0556 ,VICOMB P+,1135.4672,LB,7.17572,7.15,0,14351.44
580 ,06 ,MILL INGREDIENTS,0571 ,AB 20,4518.8839,LB,0.36089,0.3765,0,721.78
580 ,06 ,MILL INGREDIENTS,0581 ,DYNAMATE,4868.6237,LB,0.28483,0.28994,0,569.66
580 ,06 ,MILL INGREDIENTS,0582 ,CALCIUM IODATE,74.7278,LB,27.06864,27.07691,0,54137.28
580 ,06 ,MILL INGREDIENTS,0583 ,SELENIUM 2%,279.2211,LB,1.67817,1.615,0,3356.34
580 ,06 ,MILL INGREDIENTS,0584 ,NUTRACOR LCFA,58174.8019,LB,0.73988,0.74,0,1479.76
580 ,06 ,MILL INGREDIENTS,0588 ,FLAVOR-LIQUID,78.82,LB,7.72076,7.72069,0,15441.52
580 ,06 ,MILL INGREDIENTS,0593 ,COBALT CARBONATE,42.0412,LB,13.45466,10.0524,0,26909.32
580 ,06 ,MILL INGREDIENTS,0596 ,BOVATEC PREMIX PELLET,3516.75,LB,2.14929,2.14931,0,4298.58
580 ,06 ,MILL INGREDIENTS,0597 ,ZINPRO 100,15.8131,LB,2.90708,2.35983,0,5814.16
580 ,06 ,MILL INGREDIENTS,0598 ,ZINPRO 120,892.6531,LB,2.90789,2.90789,0,5815.78
580 ,06 ,MILL INGREDIENTS,0599 ,MOLASSES-DRY,850,LB,0.29149,0.2915,0,582.98
580 ,06 ,MILL INGREDIENTS,0603 ,BIO-CHLOR,5461.2623,LB,0.3448,0.33605,0,689.6
580 ,06 ,MILL INGREDIENTS,0604 ,4PLEX,2548.1459,LB,1.64352,1.63942,0,3287.04
580 ,06 ,MILL INGREDIENTS,0606 ,GEOBOND,5118.8879,LB,0.11709,0.12461,0,234.18
580 ,06 ,MILL INGREDIENTS,0607 ,ZINC SULFATE,1520.3449,LB,0.58577,0.59018,0,1171.54
580 ,06 ,MILL INGREDIENTS,0610 ,MICRO-AID,49.9,LB,6.6517,6.6518,0,13303.4
580 ,06 ,MILL INGREDIENTS,0612 ,MINERAL OIL/FLAVOR,396.645,LB,1.09819,1.1982,0,2196.38
580 ,06 ,MILL INGREDIENTS,0613 ,BLOOD MEAL - BLK,0.08,LB,0.5,0.61,0,1000
580 ,06 ,MILL INGREDIENTS,0615 ,NITROSHURE,899.9,LB,0.828,0.828,0,1656
580 ,06 ,MILL INGREDIENTS,0616 ,SUGAR,2382.3035,LB,0.2,0.2,0,400
580 ,06 ,MILL INGREDIENTS,0618 ,CALF PREMIX,1562.13,LB,1.82501,1.81733,0,3650.02
580 ,06 ,MILL INGREDIENTS,0619 ,FLAVOR-CALF AID,726.046,LB,3.98075,3.91032,0,7961.5
580 ,06 ,MILL INGREDIENTS,0620 ,BIO-MOS,382.5,LB,2.12063,2.12127,0,4241.26
580 ,06 ,MILL INGREDIENTS,0621 ,RUMENSIN PREMIX PELLET,1689.225,LB,0.49591,0.49719,0,991.82
580 ,06 ,MILL INGREDIENTS,0624 ,GROUND ROASTED SOY,50921.5865,LB,0.25677,0.25245,0,513.54
580 ,06 ,MILL INGREDIENTS,0626 ,ADI-FLOW DRY,810.3,LB,1.81265,1.8128,0,3625.3
580 ,06 ,MILL INGREDIENTS,0628 ,HOLTZ-NELSON HFR BASE VT,838,LB,2.15,2.15,0,4300
580 ,06 ,MILL INGREDIENTS,0629 ,HOLTZ-NELSON RFIZ YEAST,1849.94,LB,1.14989,1.12,0,2299.78
580 ,06 ,MILL INGREDIENTS,0630 ,NIASHURE,287.0888,LB,8.17702,8.17705,0,16354.04
580 ,06 ,MILL INGREDIENTS,0631 ,BOVI-SACC,63,LB,2.74952,2.74938,0,5499.04
580 ,06 ,MILL INGREDIENTS,0632 ,DIAMOND V XPC,8003.2212,LB,1.38126,1.37043,0,2762.52
580 ,06 ,MILL INGREDIENTS,0633 ,MANGANESE SULFATE,591.3302,LB,0.28392,0.49881,0,567.84
580 ,06 ,MILL INGREDIENTS,0637 ,CONDITION ADE BULK,25570.0229,LB,0.20002,0.19472,0,400.04
580 ,06 ,MILL INGREDIENTS,0639 ,LEVUCELL SC 10G,3533.3348,LB,1.30022,1.2978,0,2600.44
580 ,06 ,MILL INGREDIENTS,0640 ,HOLTZ-NELSON BCX 100,2425,LB,0.72,0.72,0,1440
580 ,06 ,MILL INGREDIENTS,0643 ,SELECT BIO-CYCLE PLUS,2270.5092,LB,0,0,0,0
580 ,06 ,MILL INGREDIENTS,0644 ,RAPP MINERAL,4986.6469,LB,0.85649,0.8564,0,1712.98
580 ,06 ,MILL INGREDIENTS,0647 ,Intergral (MTB 100),532.6915,LB,2.30931,2.3093,0,4618.62
580 ,06 ,MILL INGREDIENTS,0656 ,POULTRY / SWINE PREMIX,200.545,LB,1.40507,1.08152,0,2810.14
580 ,06 ,MILL INGREDIENTS,0662 ,BIOTIN 640,1110.9014,LB,0.46345,0.46708,0,926.9
580 ,06 ,MILL INGREDIENTS,0664 ,SEL-PLEX 2000,1629.869,LB,2.40346,2.40345,0,4806.92
580 ,06 ,MILL INGREDIENTS,0665 ,FLAVOR-DRY (ANISE),528.142,LB,2.61449,2.776,0,5228.98
580 ,06 ,MILL INGREDIENTS,0666 ,FLAVOR-DRY (APPLE),30,LB,2.82467,2.8248,0,5649.34
580 ,06 ,MILL INGREDIENTS,0690 ,PROBIOTIC PREMIX,216.015,LB,1.76428,1.76432,0,3528.56
580 ,06 ,MILL INGREDIENTS,0759 ,AGRI-DAIRY MAX,650.0958,LB,3.57996,3.58,0,7159.92
580 ,06 ,MILL INGREDIENTS,0763 ,AGRI- SUPER MICRO,949.975,LB,1.50791,1.48,0,3015.82
580 ,06 ,MILL INGREDIENTS,0764 ,AGRI-ZYMEND,329.995,LB,3.35105,3.95,0,6702.1
580 ,06 ,MILL INGREDIENTS,0767 ,AGRI-DRY COW MICRO PAK,3450.027,LB,2.30927,2.6,0,4618.54
580 ,06 ,MILL INGREDIENTS,0769 ,AGRI- SUPER MICRO PLUS,189.4,LB,1.65998,1.66,0,3319.96
580 ,06 ,MILL INGREDIENTS,0988 ,MOLD ZAP,2783.1765,LB,1.04945,1.06096,0,2098.9
580 ,06 ,MILL INGREDIENTS,1247 ,MEGALAC R,8500,LB,0.91102,0.91297,0,1822.04
580 ,06 ,MILL INGREDIENTS,1550 ,FERMENTEN,2000,LB,0.36896,0.3692,0,737.92
580 ,06 ,MILL INGREDIENTS,1725 ,BASIC-FOCUS RU MILL PAK,1143.5,LB,0,0,0,0
580 ,06 ,MILL INGREDIENTS,1727 ,BIOFIX PLUS,550.05,LB,2.58742,2.56515,0,5174.84
580 ,06 ,MILL INGREDIENTS,1734 ,H-N DRY BREEDER,1827.222,LB,1.83,1.83,0,3660
580 ,06 ,MILL INGREDIENTS,1759 ,CLARIFLY PREMIX,1536.4632,LB,2.01786,2.01653,0,4035.72
580 ,06 ,MILL INGREDIENTS,1765 ,MIN-AD,8382.9676,LB,0.20587,0.26607,0,411.74
580 ,06 ,MILL INGREDIENTS,1834 ,MFG 150,1708.484,LB,0.46062,0.45655,0,921.24
580 ,06 ,MILL INGREDIENTS,1879 ,BULK MEGALAC,20070.4914,LB,0.52915,0.53232,0,1058.3
580 ,06 ,MILL INGREDIENTS,1880 ,SHREDDED BEET PULP W/ MOL,30.65,LB,0.32664,0,0,653.28
580 ,06 ,MILL INGREDIENTS,2018 ,FCB NUT TRACE PAK,1166.52,LB,1.21644,1.22,0,2432.88
580 ,06 ,MILL INGREDIENTS,2085 ,NME NUTRITION VTM,2206.4935,LB,2.52014,2.52153,0,5040.28
580 ,06 ,MILL INGREDIENTS,2094 ,RUMENSIN 90 G / LB,2571.767,LB,8.51051,8.5474,0,17021.02
580 ,06 ,MILL INGREDIENTS,2128 ,METAATEIN,27774.465,LB,0.54281,0.57,0,1085.62
580 ,06 ,MILL INGREDIENTS,2146 ,H-N RCX PELLETS,2070,LB,0.72,0.72,0,1440
580 ,06 ,MILL INGREDIENTS,2176 ,OMNIGEN WYC,1435.994,LB,1.38488,1.41994,0,2769.76
580 ,06 ,MILL INGREDIENTS,2178 ,SCREENINGS MEDICATED,-1500,LB,0.15859,0,0,317.18
580 ,06 ,MILL INGREDIENTS,2240 ,AMAFERM,850,LB,6.5,6.5,0,13000
580 ,06 ,MILL INGREDIENTS,2270 ,LYSAAMET,29329.498,LB,1.27165,1.26,0,2543.3
580 ,06 ,MILL INGREDIENTS,2276 ,ANIMATE,2240.779,LB,0.60813,0.5878,0,1216.26
580 ,06 ,MILL INGREDIENTS,2327 ,BNI LACTATING MINERAL,2009.7055,LB,1.342,1.34075,0,2684
580 ,06 ,MILL INGREDIENTS,2377 ,MME FIBER BUSTER,4927.7539,LB,2.0692,2.11804,0,4138.4
580 ,06 ,MILL INGREDIENTS,2468 ,AJIPRO-lysine,24.7364,LB,2.58202,2.38611,0,5164.04
580 ,06 ,MILL INGREDIENTS,2472 ,Metabolys,200.344,LB,2.58206,2.58211,0,5164.12
580 ,06 ,MILL INGREDIENTS,4540 ,SALT PELLETS 50#,750,LB,0.10225,0.09151,0,204.5
580 ,06 ,MILL INGREDIENTS,9750 ,CALCIUM STEARATE,49.9,LB,1.82104,1.7892,0,3642.08
580 ,10 ,MINERAL/VITAMIN PACK,1717 ,TK TM/VIT PREMIX,150,LB,0,0,0,0
580 ,10 ,MINERAL/VITAMIN PACK,B11755,MIN-A-VITE LITE PELLETS,100,LB,0.4565,0.45693,0,913
580 ,10 ,MINERAL/VITAMIN PACK,B20812,SAFE-GUARD .5% DEWORMER,350,LB,2.58491,2.58722,0,5169.82
580 ,10 ,MINERAL/VITAMIN PACK,B5152,MIN-A-VITE,150,LB,0.6868,0.68624,0,1373.6
580 ,10 ,MINERAL/VITAMIN PACK,B8802,ANTLER KING MINERAL,50,LB,0.381,0.381,0,762
580 ,11 ,INOCULANT,B9641,SIL-ALL 4x4 WS 500g,46,LB,34.87609,34.876,0,69752.18
580 ,1M,MILK REPLACER,B21205,MF1 NT 1600/1600 W/MOS,7100,LB,1.24951,1.25127,0,2499.02
580 ,1M,MILK REPLACER,B21255,VELOCITY 24-17 NON-MED,5050,LB,1.44175,1.43027,0,2883.5
580 ,1M,MILK REPLACER,B21355,MF1 WINTERIZER NON-MED,2800,LB,1.4186,1.4186,0,2837.2
580 ,1M,MILK REPLACER,B21455,ADV EXCELERATE NON-MED,2100,LB,1.5869,1.5869,0,3173.8
580 ,1M,MILK REPLACER,B21865,MF1 WINTERIZER NT1600,6250,LB,1.34799,1.35627,0,2695.98
580 ,1M,MILK REPLACER,B22815,24/24 ACIDIFIED CALF MR,1200,LB,1.7008,1.7008,0,3401.6
580 ,1M,MILK REPLACER,B5025,"MILK FORMULA 1, NON-MED  ",4750,LB,1.15987,1.16027,0,2319.74
580 ,1M,MILK REPLACER,B5065,MILK FORMULA 1 DQ,9900,LB,1.20023,1.19627,0,2400.46
580 ,1M,MILK REPLACER,B5072,LAMB MILK FORMULA,150,LB,1.79447,1.7965,0,3588.94
580 ,1S,MANUFACTURED FEED BA,B70305,DYNASTY SHOW PELLETS,2450,LB,0.21538,0.20883,0,430.76
580 ,1S,MANUFACTURED FEED BA,B70315,DYNASTY PRO 14-6 PELLET,200,LB,0.20825,0.20825,0,416.5
580 ,1S,MANUFACTURED FEED BA,B70335,DYNASTY SENIOR PELLETS,250,LB,0.17656,0.17656,0,353.12
580 ,1S,MANUFACTURED FEED BA,B89385,K1124 BABY BEEF 24,50,LB,0.3324,0.33245,0,664.8
580 ,1S,MANUFACTURED FEED BA,B89475,K1125 WINNING FILL 50#,50,LB,0.3742,0.3743,0,748.4
580 ,CH,CALF & HEIFER,B10530,Crystalyx Dry Cow Bio Blo,-200,LB,0.51358,0.51369,0,1027.16
580 ,CH,CALF & HEIFER,B10540,Crystalyx IGR Pro Bio Blo,1800,LB,0.53618,0.53619,0,1072.36
580 ,CH,CALF & HEIFER,B10550,Crystalyx Iono-lyx B300 B,2400,LB,0.57419,0.57419,0,1148.38
580 ,CH,CALF & HEIFER,B10560,Crystalyx 30% Heifer Bio,6198,LB,0.4696,0.46969,0,939.2
580 ,CH,CALF & HEIFER,B3800,ENERGILASS 12  250#,1500,LB,0.33877,0.33513,0,677.54
580 ,CH,CALF & HEIFER,B3810,ENERGILASS 20  250#,5000,LB,0.35524,0.37819,0,710.48
580 ,CH,CALF & HEIFER,B3840,ENERGILASS 16 DAIRY 250#,4500,LB,0.40777,0.40609,0,815.54
580 ,CH,CALF & HEIFER,B3860,ENERGI REFRESH 20-1 250#,2250,LB,0.48165,0.48214,0,963.3
580 ,CH,CALF & HEIFER,B3880,ENERGILASS 12 AFC 250#,250,LB,0.52136,0.52136,0,1042.72
580 ,PF,PET FOOD,B1032,BISCUITS PEANUT BUTTER SM,16,LB,0.99313,0.99333,0,1986.26
580 ,PF,PET FOOD,B11395,NATURE'S CHOICE,1000,LB,0.49126,0.49316,0,982.52
580 ,PF,PET FOOD,B11425,ULTRA CLEAN BLK SUNFLR,40,LB,0.49625,0.4965,0,992.5
580 ,PF,PET FOOD,B12765,BS PUPPY 40#,40,LB,0.5225,0.5225,0,1045
580 ,PF,PET FOOD,B12815,BS SENIOR DOG 40#,40,LB,0.469,0.469,0,938
580 ,PF,PET FOOD,B12825,BS LAMB&RICE DOG 40#,40,LB,0.48,0.48288,0,960
580 ,PF,PET FOOD,B12835,BS PK & BARLEY DOG 40#,400,LB,0.67545,0.67595,0,1350.9
580 ,PF,PET FOOD,B1415,KRUNCHIES,2200,LB,0.39856,0.39915,0,797.12
580 ,PF,PET FOOD,B1425,NATURAL 26,700,LB,0.399,0.39844,0,798
580 ,PF,PET FOOD,B17540,BARN CAT FOOD,416,LB,0.44586,0.44586,0,891.72
580 ,PF,PET FOOD,B18375,FARM DOG 21,1600,LB,0.31394,0.31394,0,627.88
580 ,PF,PET FOOD,B18395,FIELD DOG 27,800,LB,0.38088,0.3809,0,761.76
580 ,PF,PET FOOD,B2895,PIGEON FEED,450,LB,0.55347,0.55244,0,1106.94
580 ,WI,WAREHOUSE ITEMS (BAG,9031 ,G.P. Grey 50#,4800,LB,0.58978,0.61,0,1179.56
580 ,WI,WAREHOUSE ITEMS (BAG,9033 ,G P LT BLUE MED PAPER (LI,3000,EA,1.32385,1.32385,0,2647.7
580 ,WI,WAREHOUSE ITEMS (BAG,9035 ,G.P. Purple 50#,2000,LB,0.40948,0.4095,0,818.96
580 ,WI,WAREHOUSE ITEMS (BAG,B0157,BICARB 50# BAG,28000,LB,0.21483,0.21732,0,429.66
580 ,WI,WAREHOUSE ITEMS (BAG,B08125,PIGLETS,50,LB,0.2608,0.2608,0,521.6
580 ,WI,WAREHOUSE ITEMS (BAG,B0R93,SS3X Dry,1400,LB,0.6416,0.6416,0,1283.2
580 ,WI,WAREHOUSE ITEMS (BAG,B10015,OL LAYER PELLETS,600,LB,0.52095,0.52095,0,1041.9
580 ,WI,WAREHOUSE ITEMS (BAG,B10025,OL STR/BROILER CRUMBLES,100,LB,0.5908,0.5908,0,1181.6
580 ,WI,WAREHOUSE ITEMS (BAG,B10385,SHRED BEET PULP W/O MOL,920,LB,0.32663,0.3225,0,653.26
580 ,WI,WAREHOUSE ITEMS (BAG,B11215,VINTAGE VERSATILITY,100,LB,0.3216,0.3368,0,643.2
580 ,WI,WAREHOUSE ITEMS (BAG,B11392,NATURE'S CHOICE 20#,40,LB,0.513,0.51325,0,1026
580 ,WI,WAREHOUSE ITEMS (BAG,B11735,CARB-GUARD,1550,LB,0.24911,0.24735,0,498.22
580 ,WI,WAREHOUSE ITEMS (BAG,B18805,SHRED BEET PULP W/MOL,-90,LB,0.32663,0.36,0,653.26
580 ,WI,WAREHOUSE ITEMS (BAG,B19605,SENTINEL SENIOR,350,LB,0.30109,0.30109,0,602.18
580 ,WI,WAREHOUSE ITEMS (BAG,B19655,SENTINEL PERFORMANCE LS,1450,LB,0.32477,0.32355,0,649.54
580 ,WI,WAREHOUSE ITEMS (BAG,B19805,SENTINEL LIFETIME,1700,LB,0.34141,0.33791,0,682.82
580 ,WI,WAREHOUSE ITEMS (BAG,B2055,SCRATCH FEED,1850,LB,0.20426,0.20303,0,408.52
580 ,WI,WAREHOUSE ITEMS (BAG,B2105,FINE CRACKED CORN,50,LB,0.2118,0.21185,0,423.6
580 ,WI,WAREHOUSE ITEMS (BAG,B2125,COARSE CRACKED CORN,2950,LB,0.21387,0.20434,0,427.74
580 ,WI,WAREHOUSE ITEMS (BAG,B21325,REFRSH CLSUP21 PEL 50#,1250,LB,0.3075,0.3248,0,615
580 ,WI,WAREHOUSE ITEMS (BAG,B23825,"HOMEFRESH EXTRAEGG PEL, 5",3100,LB,0.23433,0.23515,0,468.66
580 ,WI,WAREHOUSE ITEMS (BAG,B23835,"HOMEFRESH EXTRAEGG CRM, 5",7100,LB,0.24221,0.23103,0,484.42
580 ,WI,WAREHOUSE ITEMS (BAG,B23845,"HOMEFRESH EXTRAEGG ML, 50",5600,LB,0.23247,0.22975,0,464.94
580 ,WI,WAREHOUSE ITEMS (BAG,B23855,HOMEFRESH STARTER CR-AM,50,LB,0.2888,0.28881,0,577.6
580 ,WI,WAREHOUSE ITEMS (BAG,B23865,HF STARTER ML-AM 50#,250,LB,0.228,0.22804,0,456
580 ,WI,WAREHOUSE ITEMS (BAG,B23875,HOMEFRESH GROW&SHOW PEL,1250,LB,0.2223,0.21963,0,444.6
580 ,WI,WAREHOUSE ITEMS (BAG,B23885,HOMEFRESH FINISH PEL,650,LB,0.26852,0.26751,0,537.04
580 ,WI,WAREHOUSE ITEMS (BAG,B23895,HOMEFRESH MF STARTER CR,800,LB,0.27914,0.31488,0,558.28
580 ,WI,WAREHOUSE ITEMS (BAG,B23915,"HOMEFRESH MF STR/GRW PEL,",2200,LB,0.26103,0.26103,0,522.06
580 ,WI,WAREHOUSE ITEMS (BAG,B23925,"HOMEFRESH MF STR/GRW CRM,",6700,LB,0.27727,0.26823,0,554.54
580 ,WI,WAREHOUSE ITEMS (BAG,B23945,HOMEFRESH GROW&SHOW CRM,850,LB,0.24232,0.24037,0,484.64
580 ,WI,WAREHOUSE ITEMS (BAG,B3035,HUTCH EXTRA 17 PELS,500,LB,0.2277,0.2277,0,455.4
580 ,WI,WAREHOUSE ITEMS (BAG,B3045,BUNNY 16 PELS,2800,LB,0.22518,0.22629,0,450.36
580 ,WI,WAREHOUSE ITEMS (BAG,B3055,RABBIT 15 PELS,50,LB,0.2028,0.20583,0,405.6
580 ,WI,WAREHOUSE ITEMS (BAG,B3825,ENERGILASS SGD  50#,100,LB,0.5379,0.53787,0,1075.8
580 ,WI,WAREHOUSE ITEMS (BAG,B4015,RIDER 12,4050,LB,0.21675,0.21749,0,433.5
580 ,WI,WAREHOUSE ITEMS (BAG,B4035,CHARGER 14,3950,LB,0.25463,0.25215,0,509.26
580 ,WI,WAREHOUSE ITEMS (BAG,B4045,TROTTER 14 PELLETS,2200,LB,0.19334,0.19235,0,386.68
580 ,WI,WAREHOUSE ITEMS (BAG,B4065,VINTAGE SWEET 12,300,LB,0.28403,0.28403,0,568.06
580 ,WI,WAREHOUSE ITEMS (BAG,B40685,AUREO S 700 2.0G CRM 50#,3050,LB,0.70109,0.68697,0,1402.18
580 ,WI,WAREHOUSE ITEMS (BAG,B4075,REGULAR OATS,2550,LB,0.24668,0.24668,0,493.36
580 ,WI,WAREHOUSE ITEMS (BAG,B4085,CRIMPED OATS,2700,LB,0.24946,0.24393,0,498.92
580 ,WI,WAREHOUSE ITEMS (BAG,B40905,DICAL 21% 50#,2800,LB,0.2685,0.2685,0,537
580 ,WI,WAREHOUSE ITEMS (BAG,B41055,OYSTER SHELLS 50#,500,LB,0.1993,0.19744,0,398.6
580 ,WI,WAREHOUSE ITEMS (BAG,B4115,STRIDER 11 PELLETS,1900,LB,0.18638,0.18423,0,372.76
